timestamp,heart_rate
0.18888888888888888,317.6470588235294
0.95,78.83211678832117
1.7472222222222222,75.26132404181185
2.5583333333333336,73.97260273972603
3.4361111111111113,68.35443037974683
4.294444444444444,69.90291262135922
5.1194444444444445,72.72727272727273
5.925,74.48275862068965
6.725,75.0
7.5361111111111105,73.97260273972603
8.344444444444443,74.22680412371133
9.180555555555554,71.76079734219269
10.066666666666665,67.7115987460815
10.916666666666664,70.58823529411765
11.724999999999998,74.22680412371133
12.530555555555553,74.48275862068965
13.327777777777776,75.26132404181185
14.155555555555553,72.48322147651007
14.994444444444442,71.52317880794702
15.83333333333333,71.52317880794702
16.71111111111111,68.35443037974683
17.53333333333333,72.97297297297298
18.325,75.78947368421053
19.119444444444444,75.52447552447553
19.927777777777777,74.22680412371133
20.780555555555555,70.35830618892508
21.63611111111111,70.12987012987013
22.474999999999998,71.52317880794702
23.34722222222222,68.78980891719745
24.15277777777778,74.48275862068965
24.930555555555557,77.14285714285714
25.736111111111114,74.48275862068965
26.561111111111114,72.72727272727273
27.422222222222224,69.6774193548387
28.269444444444446,70.81967213114754
29.097222222222225,72.48322147651007
29.936111111111114,71.52317880794702
30.78888888888889,70.35830618892508
31.51666666666667,82.44274809160305
32.33888888888889,72.97297297297298
33.19444444444444,70.12987012987013
34.06111111111111,69.23076923076923
34.9,71.52317880794702
35.71666666666667,73.46938775510205
36.54166666666667,72.72727272727273
37.34166666666667,75.0
38.13611111111111,75.52447552447553
38.97222222222222,71.76079734219269
39.833333333333336,69.6774193548387
40.69444444444445,69.6774193548387
41.51388888888889,73.22033898305085
42.31388888888889,75.0
43.2,67.7115987460815
43.95,80.0
44.76388888888889,73.72013651877133
45.62222222222223,69.90291262135922
46.486111111111114,69.45337620578778
47.333333333333336,70.81967213114754
48.125,75.78947368421053
48.922222222222224,75.26132404181185
49.75277777777778,72.24080267558529
50.57222222222222,73.22033898305085
51.40277777777778,72.24080267558529
52.25277777777778,70.58823529411765
53.1,70.81967213114754
53.922222222222224,72.97297297297298
54.71388888888889,75.78947368421053
55.519444444444446,74.48275862068965
56.36388888888889,71.05263157894737
57.20833333333333,71.05263157894737
58.04722222222222,71.52317880794702
58.888888888888886,71.2871287128713
59.71944444444444,72.24080267558529
60.525,74.48275862068965
61.31944444444444,75.52447552447553
62.12777777777777,74.22680412371133
62.98888888888889,69.6774193548387
63.83888888888889,70.58823529411765
64.67222222222222,72.0
65.49722222222222,72.72727272727273
66.32222222222222,72.72727272727273
67.12777777777778,74.48275862068965
67.92777777777778,75.0
68.76944444444445,71.2871287128713
69.63888888888889,69.00958466453675
70.48055555555555,71.2871287128713
71.30277777777778,72.97297297297298
72.1,75.26132404181185
72.91388888888888,73.72013651877133
73.71944444444443,74.48275862068965
74.53055555555555,73.97260273972603
75.49166666666666,62.42774566473988
76.2611111111111,77.9783393501805
77.09166666666665,72.24080267558529
77.90277777777777,73.97260273972603
78.71944444444443,73.46938775510205
79.5361111111111,73.46938775510205
80.33888888888887,74.74048442906575
80.7361111111111,151.04895104895107
81.13333333333333,151.04895104895107
81.98333333333332,70.58823529411765
82.8111111111111,72.48322147651007
83.59166666666665,76.86832740213524
84.36666666666666,77.41935483870968
85.13333333333333,78.26086956521739
85.91944444444444,76.32508833922262
86.725,74.48275862068965
87.55,72.72727272727273
88.37222222222222,72.97297297297298
89.2,72.48322147651007
89.99444444444445,75.52447552447553
90.7388888888889,80.59701492537313
91.50555555555556,78.26086956521739
92.30277777777778,75.26132404181185
93.13055555555556,72.48322147651007
93.93055555555556,75.0
94.41666666666667,123.42857142857143
94.85555555555555,136.70886075949366
95.29722222222222,135.8490566037736
96.10833333333333,73.97260273972603
96.89444444444445,76.32508833922262
97.69444444444444,75.0
98.52222222222223,72.48322147651007
99.38888888888889,69.23076923076923
100.23611111111111,70.81967213114754
101.06666666666666,72.24080267558529
101.90833333333333,71.2871287128713
102.70833333333333,75.0
103.49444444444444,76.32508833922262
104.35833333333333,69.45337620578778
105.16388888888889,74.48275862068965
106.03333333333333,69.00958466453675
106.86666666666666,72.0
107.2611111111111,152.11267605633805
107.65555555555555,152.11267605633805
108.46666666666667,73.97260273972603
109.25833333333334,75.78947368421053
110.04166666666667,76.59574468085107
110.85833333333333,73.46938775510205
111.7,71.2871287128713
112.55833333333334,69.90291262135922
113.36666666666667,74.22680412371133
114.13611111111112,77.9783393501805
114.94722222222224,73.97260273972603
115.73333333333335,76.32508833922262
116.51666666666668,76.59574468085107
117.35555555555557,71.52317880794702
118.1888888888889,72.0
119.02222222222223,72.0
119.81944444444444,75.26132404181185
120.59166666666667,77.6978417266187
121.38611111111112,75.52447552447553
122.1888888888889,74.74048442906575
123.00833333333334,73.22033898305085
123.83888888888889,72.24080267558529
124.65833333333333,73.22033898305085
125.48888888888888,72.24080267558529
126.25833333333333,77.9783393501805
127.03055555555555,77.6978417266187
127.83333333333333,74.74048442906575
128.64444444444445,73.97260273972603
129.475,72.24080267558529
130.30555555555554,72.24080267558529
131.1111111111111,74.48275862068965
131.92499999999998,73.72013651877133
132.70277777777775,77.14285714285714
133.46666666666664,78.54545454545455
134.26944444444442,74.74048442906575
135.11388888888885,71.05263157894737
135.9333333333333,73.22033898305085
136.7361111111111,74.74048442906575
137.53055555555554,75.52447552447553
138.30555555555554,77.41935483870968
139.0972222222222,75.78947368421053
139.86388888888888,78.26086956521739
140.6472222222222,76.59574468085107
141.51388888888889,69.23076923076923
142.34722222222223,72.0
143.13611111111112,76.05633802816902
